shipment number,tndr_first_tender_fg,tndr_carrier_type_cd,award_target_share_percent,tndr_target_share_percent,distribution_channel_desc,shp_type_indicator_fg,transport_group_cd,award_carrier_cd,carrier_type_cd,carrier_type_desc,shipping_condition_cd,preceding_document_category_cd,transport_lane,source_zip_cd,destination_zip_cd,transport_region,temp_condition_cd,temp_channel_cd,fiscal_month_desc,data_flag,hit_or_miss
72025235,N,B,0,100,Food Service,O,TC,BHHL,B,Broadcast,40,C,SP-DH To 0060062397,US-CA-90746,US-CA-95380,TEMP WEST,R,R,May,train,0
72025236,N,B,0,100,Food Service,O,TC,BHHL,B,Broadcast,40,C,SP-DH To 0024619000,US-CA-90746,US-CA-94538,TEMP WEST,R,R,May,train,0
72025310,N,B,0,0,NULL,I,NTC,BHHL,B,Broadcast,40,V,V-00514310 To SP-MS,US-IA-50208,US-TN-37127,DRY SOUTHEAST,D,D,May,train,0
72025312,N,B,0,52,Retail,O,NTC,ZPEC,B,Broadcast,40,C,SP-UQ To 0008846300,US-CA-95215,US-OR-97222,DRY WEST,D,D,May,train,0
72025320,N,B,0,0,NULL,I,NTC,BHHL,B,Broadcast,40,V,V-00504236 To SP-RH,US-IL-60484,US-IN-46360,DRY NORTHEAST,D,D,May,train,0
72025328,N,B,0,0,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-UQ To 0060045210,US-CA-95215,US-CA-95206,DRY WEST,D,D,May,train,0
72025337,N,B,0,0,Intercomp/Interplnt,O,NTC,ZPEC,B,Broadcast,40,I,SP-7X To SP-HN,US-IA-50208,US-MO-63401,DRY MIDWEST,D,D,May,train,0
72025344,N,B,0,0,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-RO To 0060032195,US-TX-76262,US-TX-77040,DRY SOUTHEAST,D,D,May,train,0
72025355,N,B,0,100,Retail,O,NTC,BUXU,B,Broadcast,40,C,SP-WL To 0060019200,US-IL-60481,US-AR-72301,DRY MIDWEST,D,D,May,train,0
72025377,N,B,0,100,Retail,O,NTC,ZPEC,B,Broadcast,40,C,SP-UQ To 0008934600,US-CA-95215,US-WA-98421,DRY WEST,D,D,May,train,0
72025380,N,B,0,0,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-UQ To 0060042828,US-CA-95215,US-CA-95765,DRY WEST,D,D,May,train,0
72025391,N,B,0,0,NULL,I,NTC,BHHL,B,Broadcast,40,V,V-00509986 To SP-CF,US-IA-52351,US-IL-61006,DRY MIDWEST,D,D,May,train,0
72025400,N,B,0,100,Retail,O,NTC,ZPEC,B,Broadcast,40,C,SP-UQ To 0060030743,US-CA-95215,US-WA-98002,DRY WEST,D,D,May,train,0
72025403,N,B,0,33,Retail,O,NTC,ZPEC,B,Broadcast,40,C,SP-UQ To 0060069587,US-CA-95215,US-OR-97230,DRY WEST,D,D,May,train,0
72025406,N,B,0,0,Retail,O,NTC,ZPEC,B,Broadcast,40,C,SP-UQ To 0008846300,US-CA-95215,US-OR-97222,DRY WEST,D,D,May,train,0
72025485,N,B,0,0,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-HY To SP-WL,US-OH-45858,US-IL-60481,DRY NORTHEAST,D,D,May,train,0
72025558,N,B,0,0,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-HY To SP-WL,US-OH-45858,US-IL-60481,DRY NORTHEAST,D,D,May,train,0
72025643,Y,N,0,0,Retail,O,TC,RTQT,N,Non-Primary,41,C,SP-AI To 0048002410,US-TX-78744,US-ME-04364,TEMP WEST,PH,R,May,train,0
72025672,N,B,0,100,Food Service,O,TC,BHHL,B,Broadcast,40,C,SP-JL To 0048001545,US-MO-64804,US-NM-87031,TEMP WEST,F,F,May,train,0
72025749,N,N,0,0,Food Service,O,TC,BHHL,N,Non-Primary,40,C,SP-JL To 0060044924,US-MO-64804,US-ME-04240,TEMP WEST,F,F,May,train,0
72025754,N,B,0,0,Food Service,O,TC,BHHL,B,Broadcast,40,C,SP-JL To 0060024273,US-MO-64804,US-LA-70455,TEMP WEST,F,F,May,train,0
72025784,N,B,0,0,Retail,O,NTC,BUXU,B,Broadcast,40,C,SP-WW To 0060045210,US-IA-52404,US-CA-95206,DRY MIDWEST,D,D,May,train,0
72025871,Y,N,0,0,Retail,O,TC,KIPZ,N,Non-Primary,40,C,SP-WN To 0060050134,CA-MB-R3T 1,CA-AB-T4A 0,CANADA,F,F,May,train,0
72025938,Y,N,0,0,NULL,I,TC,UAFL,N,Non-Primary,41,V,V-00267165 To SP-V9,US-GA-39824,US-NE-68502,TEMP WEST,F,F,May,train,0
72025983,Y,N,0,0,NULL,I,NTC,QHLK,N,Non-Primary,40,V,V-00506070 To SP-H7,US-MN-55427,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
72025985,Y,N,0,0,NULL,I,NTC,QHLK,N,Non-Primary,40,V,V-00506070 To SP-H7,US-MN-55427,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
72025986,Y,N,0,0,NULL,I,NTC,QHLK,N,Non-Primary,40,V,V-00506070 To SP-H7,US-MN-55427,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
72025991,N,B,100,100,Intercomp/Interplnt,O,NTC,LROI,B,Broadcast,60,V,SP-RB To SP-XF,US-MI-49512,US-CA-95330,DRY NORTHEAST,D,D,May,train,0
72026000,Y,N,0,0,Intercomp/Interplnt,O,TC,YFVO,N,Non-Primary,40,V,SP-DC To SP-UQ,US-CA-92571,US-CA-95215,DRY WEST,D,D,May,train,0
72026001,Y,N,0,0,Intercomp/Interplnt,O,TC,YFVO,N,Non-Primary,40,V,SP-DC To SP-UQ,US-CA-92571,US-CA-95215,DRY WEST,D,D,May,train,0
72026047,Y,N,0,0,Retail,O,NTC,MMQA,N,Non-Primary,40,C,SP-FH To 0060050134,US-OR-97838,CA-AB-T4A 0,DRY WEST,D,D,May,train,0
72026097,N,B,0,100,Intercomp/Interplnt,O,TC,BHHL,B,Broadcast,40,V,SP-QP To SP-M8,US-NY-14001,US-GA-30253,TEMP EAST,FH,F,May,train,0
72026120,Y,N,0,0,NULL,I,NTC,BHHL,N,Non-Primary,40,V,V-00509777 To SP-WS,US-KY-41048,US-OH-45692,DRY NORTHEAST,D,D,May,train,0
72026121,Y,N,0,0,NULL,I,NTC,BHHL,N,Non-Primary,40,V,V-00509777 To SP-WS,US-KY-41048,US-OH-45692,DRY NORTHEAST,D,D,May,train,0
72026173,Y,N,0,0,Retail,O,NTC,ROLF,N,Non-Primary,40,C,SP-UQ To 0060045210,US-CA-95215,US-CA-95206,DRY WEST,D,D,May,train,0
72026223,Y,N,0,0,Intercomp/Interplnt,O,TC,TJIS,N,Non-Primary,40,I,SP-IU To SP-2O,US-TN-37127,US-TN-37033,TEMP EAST,F,F,May,train,0
72026224,Y,N,0,0,Intercomp/Interplnt,O,TC,TJIS,N,Non-Primary,40,I,SP-IU To SP-2O,US-TN-37127,US-TN-37033,TEMP EAST,F,F,May,train,0
72026243,Y,N,0,0,Retail,O,NTC,BHHL,N,Non-Primary,40,C,SP-FE To 0060068821,US-IN-46809,US-MI-48111,DRY NORTHEAST,D,D,May,train,0
72026245,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,V,SP-MY To SP-FE,US-IL-60538,US-IN-46809,DRY MIDWEST,D,D,May,train,0
72026246,Y,N,0,0,Food Service,O,NTC,BHHL,N,Non-Primary,40,C,SP-WW To 0060058473,US-IA-52404,US-IL-60188,DRY MIDWEST,D,D,May,train,0
72026247,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,I,SP-CA To SP-MR,US-IL-60446,US-OH-43314,DRY MIDWEST,D,D,May,train,0
72026248,Y,N,0,0,Retail,O,NTC,BHHL,N,Non-Primary,40,C,SP-WL To 0010153600,US-IL-60481,US-MO-63366,DRY MIDWEST,D,D,May,train,0
72026270,Y,N,0,0,Retail,O,TC,TJIS,N,Non-Primary,40,C,0060024946 To SP-RJ,US-IL-60450,US-TN-37127,TEMP EAST,R,R,May,train,0
72026352,Y,N,0,0,Intercomp/Interplnt,O,NTC,AENM,N,Non-Primary,40,V,SP-FE To SP-S3,US-IN-46809,US-NY-14218,DRY NORTHEAST,D,D,May,train,0
72026367,Y,N,0,0,Retail,O,NTC,CHRE,N,Non-Primary,41,C,SP-ET To 0060058429,CA-ON-L6Y 5,CA-ON-L1W 4,CANADA,D,D,May,train,0
72026373,N,B,0,0,Intercomp/Interplnt,O,NTC,ZPEC,B,Broadcast,40,V,SP-YO To SP-FE,US-KY-40744,US-IN-46809,DRY SOUTHEAST,D,D,May,train,0
72026382,Y,N,0,0,Retail,O,NTC,AENM,N,Non-Primary,40,C,SP-FE To 0012781500,US-IN-46809,US-IN-46383,DRY NORTHEAST,D,D,May,train,0
72026417,N,B,0,0,Intercomp/Interplnt,O,TC,BHHL,B,Broadcast,40,V,SP-X8 To SP-W5,US-MO-64836,US-IN-46131,TEMP WEST,R,R,May,train,0
72026424,N,B,0,0,Intercomp/Interplnt,O,TC,BHHL,B,Broadcast,40,V,SP-X8 To SP-W5,US-MO-64836,US-IN-46131,TEMP WEST,R,R,May,train,0
72026499,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,V,SP-H7 To SP-SG,US-MO-63401,US-GA-30025,DRY SOUTHEAST,D,D,May,train,0
72026504,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-WW To 0014076700,US-IA-52404,US-KS-66106,DRY MIDWEST,D,D,May,train,0
72026505,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-WW To 0060045801,US-IA-52404,US-PA-17406,DRY MIDWEST,D,D,May,train,0
72026506,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-B8 To SP-FE,US-MN-55418,US-IN-46809,DRY MIDWEST,D,D,May,train,0
72026507,Y,N,0,0,Food Service,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0060028138,US-IN-46809,US-MN-55057,DRY NORTHEAST,D,D,May,train,0
72026508,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-WW To 0060034710,US-IA-52404,US-MI-48193,DRY MIDWEST,D,D,May,train,0
72026509,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-P8 To 0010432924,US-PA-17078,US-CT-06096,DRY NORTHEAST,D,D,May,train,0
72026510,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-H7 To 0010610000,US-MO-63401,US-NY-12306,DRY SOUTHEAST,D,D,May,train,0
72026511,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-X7 To 0060039033,US-PA-17057,US-MA-02702,DRY NORTHEAST,D,D,May,train,0
72026512,Y,N,0,0,Food Service,O,NTC,NUXY,N,Non-Primary,40,C,SP-Y4 To 0060037691,US-OH-44830,US-NY-11106,DRY NORTHEAST,D,D,May,train,0
72026513,Y,N,0,0,Food Service,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0060028138,US-IN-46809,US-MN-55057,DRY NORTHEAST,D,D,May,train,0
72026524,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-CE To SP-7202,US-GA-30014,US-MN-55418,DRY SOUTHEAST,D,D,May,train,0
72026525,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-CE To SP-7202,US-GA-30014,US-MN-55418,DRY SOUTHEAST,D,D,May,train,0
72026526,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-CE To SP-7202,US-GA-30014,US-MN-55418,DRY SOUTHEAST,D,D,May,train,0
72026527,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-FE To SP-RO,US-IN-46809,US-TX-76262,DRY NORTHEAST,D,D,May,train,0
72026528,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-CE To SP-7202,US-GA-30014,US-MN-55418,DRY SOUTHEAST,D,D,May,train,0
72026529,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-CE To SP-7202,US-GA-30014,US-MN-55418,DRY SOUTHEAST,D,D,May,train,0
72026530,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-CE To SP-7202,US-GA-30014,US-MN-55418,DRY SOUTHEAST,D,D,May,train,0
72026534,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-H7 To SP-SG,US-MO-63401,US-GA-30025,DRY SOUTHEAST,D,D,May,train,0
72026568,Y,N,0,0,Retail,O,TC,RTQT,N,Non-Primary,41,C,SP-AI To 0060032928,US-TX-78744,US-PA-17202,TEMP WEST,PH,R,May,train,0
72026569,Y,N,0,0,Retail,O,TC,RTQT,N,Non-Primary,41,C,SP-AI To 0060032929,US-TX-78744,US-SC-29078,TEMP WEST,PH,R,May,train,0
72026570,Y,N,0,0,Retail,O,TC,RTQT,N,Non-Primary,41,C,SP-AI To 0060019464,US-TX-78744,US-NY-12831,TEMP WEST,PH,R,May,train,0
72026571,Y,N,0,0,Retail,O,TC,RTQT,N,Non-Primary,41,C,SP-AI To 0060037686,US-TX-78744,US-OH-43162,TEMP WEST,PH,R,May,train,0
72026572,Y,N,0,0,Retail,O,TC,RTQT,N,Non-Primary,41,C,SP-AI To 0060050459,US-TX-78744,US-NC-28658,TEMP WEST,PH,R,May,train,0
72026573,Y,N,0,0,Retail,O,TC,RTQT,N,Non-Primary,41,C,SP-AI To 0060026501,US-TX-78744,US-MI-49053,TEMP WEST,PH,R,May,train,0
72026574,Y,N,0,0,Retail,O,TC,RTQT,N,Non-Primary,41,C,SP-AI To 0060046559,US-TX-78744,US-GA-31320,TEMP WEST,PH,R,May,train,0
72026575,Y,N,0,0,Retail,O,TC,RTQT,N,Non-Primary,41,C,SP-AI To 0060021662,US-TX-78744,US-AL-35756,TEMP WEST,PH,R,May,train,0
72026577,Y,N,0,0,Retail,O,TC,RTQT,N,Non-Primary,41,C,SP-AI To 0060029106,US-TX-78744,US-IA-50613,TEMP WEST,PH,R,May,train,0
72026578,Y,N,0,0,Retail,O,TC,RTQT,N,Non-Primary,41,C,SP-AI To 0060037684,US-TX-78744,US-TX-76065,TEMP WEST,PH,R,May,train,0
72026579,Y,N,0,0,Retail,O,TC,RTQT,N,Non-Primary,41,C,SP-AI To 0060037685,US-TX-78744,US-KS-66609,TEMP WEST,PH,R,May,train,0
72026617,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-P9 To 0060041901,US-PA-17078,US-ME-04240,DRY NORTHEAST,D,D,May,train,0
72026638,N,N,0,33,Retail,O,NTC,URXX,N,Non-Primary,40,C,SP-DC To 0048004325,US-CA-92571,US-UT-84307,DRY WEST,D,D,May,train,0
72026662,N,B,0,100,Retail,O,NTC,BUXU,B,Broadcast,40,C,SP-WL To 0009058100,US-IL-60481,US-WI-54304,DRY MIDWEST,D,D,May,train,0
72026672,N,B,0,0,Retail,O,NTC,BUXU,B,Broadcast,40,C,SP-GB To 0009462500,US-IL-61401,US-ND-58102,DRY MIDWEST,D,D,May,train,0
72026678,N,B,0,0,Retail,O,NTC,BHHL,B,Broadcast,40,C,SP-WL To 0009008500,US-IL-60481,US-IL-61801,DRY MIDWEST,D,D,May,train,0
72026698,N,B,0,0,Intercomp/Interplnt,O,NTC,BUXU,B,Broadcast,40,V,SP-YO To SP-BJ,US-KY-40744,US-IL-60085,DRY SOUTHEAST,D,D,May,train,0
72026735,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-LL To SP-X7,US-WI-53221,US-PA-17057,DRY MIDWEST,D,D,May,train,0
72026736,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-LL To SP-X7,US-WI-53221,US-PA-17057,DRY MIDWEST,D,D,May,train,0
72026741,Y,N,0,0,NULL,I,NTC,YFVO,N,Non-Primary,40,V,V-00514310 To SP-QT,US-IA-50208,US-TN-37210,DRY SOUTHEAST,D,D,May,train,0
72026743,Y,N,0,0,NULL,I,NTC,YFVO,N,Non-Primary,40,V,V-00513863 To SP-RC,US-AR-72908,US-MI-49677,DRY NORTHEAST,D,D,May,train,0
72026866,Y,N,0,0,Intercomp/Interplnt,O,NTC,LRQU,N,Non-Primary,40,V,SP-SW To SP-SG,US-NY-14043,US-GA-30025,DRY NORTHEAST,D,D,May,train,0
72026867,Y,N,0,0,Intercomp/Interplnt,O,NTC,LRQU,N,Non-Primary,40,V,SP-SW To SP-SG,US-NY-14043,US-GA-30025,DRY NORTHEAST,D,D,May,train,0
72026903,Y,N,0,0,Food Service,O,NTC,ZPEC,N,Non-Primary,40,C,SP-MJ To 0060027608,US-MO-64120,US-NE-68122,DRY WEST,D,D,May,train,0
72026915,Y,N,0,0,NULL,I,NTC,FLSZ,N,Non-Primary,40,V,V-00508688 To SP-H7,US-WA-99212,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
72026916,Y,N,0,0,NULL,I,NTC,FLSZ,N,Non-Primary,40,V,V-00508688 To SP-H7,US-WA-99212,US-MO-63401,DRY SOUTHEAST,D,D,May,train,0
72026942,Y,N,0,0,Retail,O,NTC,BUXU,N,Non-Primary,40,C,SP-UQ To 0060045210,US-CA-95215,US-CA-95206,DRY WEST,D,D,May,train,0
72026944,Y,N,0,0,Retail,O,NTC,BUXU,N,Non-Primary,40,C,SP-UQ To 0060045210,US-CA-95215,US-CA-95206,DRY WEST,D,D,May,train,0
72026945,Y,N,0,0,Retail,O,NTC,BUXU,N,Non-Primary,40,C,SP-UQ To 0060045210,US-CA-95215,US-CA-95206,DRY WEST,D,D,May,train,0
72026968,Y,N,0,0,Retail,O,NTC,MMQA,N,Non-Primary,40,C,SP-ET To 0016538000,CA-ON-L6Y 5,CA-ON-L6T 5,CANADA,D,D,May,train,0
72026979,Y,N,0,0,Retail,O,NTC,MMQA,N,Non-Primary,40,C,SP-ET To 0016538000,CA-ON-L6Y 5,CA-ON-L6T 5,CANADA,D,D,May,train,0
72026994,N,B,0,30,Intercomp/Interplnt,O,NTC,BUXU,B,Broadcast,40,V,SP-LL To SP-MJ,US-WI-53221,US-MO-64120,DRY MIDWEST,D,D,May,train,0
72027117,N,B,0,0,NULL,I,TC,BHHL,B,Broadcast,40,V,V-00501454 To SP-RR,US-CA-93203,US-OR-97301,TEMP WEST,F,F,May,train,0
72027159,N,B,0,0,Retail,O,NTC,VOMK,B,Broadcast,40,C,SP-ET To 0060048471,CA-ON-L6Y 5,CA-ON-L1Z 0,CANADA,D,D,May,train,0
72027160,N,B,0,0,Retail,O,NTC,VOMK,B,Broadcast,40,C,SP-ET To 0016521400,CA-ON-L6Y 5,CA-ON-K1G 6,CANADA,D,D,May,train,0
72027161,Y,N,0,0,Internal,O,NTC,CHRE,N,Non-Primary,41,I,SP-ET To 0014305400,CA-ON-L6Y 5,CA-ON-M3N 1,CANADA,D,D,May,train,0
72027190,Y,N,0,0,Retail,O,TC,VOMK,N,Non-Primary,40,C,SP-LR To 0060048471,CA-ON-L5N 3,CA-ON-L1Z 0,CANADA,R,R,May,train,0
72027191,Y,N,0,0,Retail,O,TC,VOMK,N,Non-Primary,40,C,SP-LR To 0060025781,CA-ON-L5N 3,CA-ON-N3E 1,CANADA,R,R,May,train,0
72027201,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-MG To SP-X7,US-WI-53221,US-PA-17057,DRY MIDWEST,D,D,May,train,0
72027202,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-MG To SP-X7,US-WI-53221,US-PA-17057,DRY MIDWEST,D,D,May,train,0
72027210,Y,N,0,0,Intercomp/Interplnt,O,TC,BUXU,N,Non-Primary,40,V,SP-DC To SP-UQ,US-CA-92571,US-CA-95215,TEMP WEST,PH,R,May,train,0
72027227,Y,N,0,0,NULL,I,NTC,BHHL,N,Non-Primary,40,V,V-00503459 To SP-CI,US-IL-62521,US-OH-45241,DRY NORTHEAST,D,D,May,train,0
72027236,Y,N,0,0,NULL,I,NTC,YFVO,N,Non-Primary,40,V,V-00502429 To SP-V1,US-AR-72401,US-MO-64050,DRY WEST,D,D,May,train,0
72027247,Y,N,0,0,Intercomp/Interplnt,O,NTC,NEPH,N,Non-Primary,40,V,SP-V4 To SP-AI,US-TX-76010,US-TX-78744,DRY SOUTHEAST,D,D,May,train,0
72027255,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0060031547,US-IN-46809,US-KY-42240,DRY NORTHEAST,D,D,May,train,0
72027284,Y,N,0,0,Intercomp/Interplnt,O,NTC,YFVO,N,Non-Primary,40,V,SP-CI To SP-P9,US-OH-45241,US-PA-17078,DRY NORTHEAST,D,D,May,train,0
72027299,N,B,0,0,Retail,O,TC,BHHL,B,Broadcast,40,C,SP-JT To 0048004277,US-AR-72301,US-TX-78218,TEMP WEST,F,F,May,train,0
72027304,N,B,0,0,Retail,O,TC,BHHL,B,Broadcast,40,C,SP-M1 To 0048005229,US-CA-91752,US-CA-90670,TEMP WEST,F,F,May,train,0
72027324,N,B,0,100,Retail,O,NTC,VOMK,B,Broadcast,40,C,SP-ET To 0016521400,CA-ON-L6Y 5,CA-ON-K1G 6,CANADA,D,D,May,train,0
72027333,Y,N,0,0,Retail,O,NTC,CHRE,N,Non-Primary,41,C,SP-ET To 0060058429,CA-ON-L6Y 5,CA-ON-L1W 4,CANADA,D,D,May,train,0
72027337,Y,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-Y4 To SP-JL,US-OH-44830,US-MO-64804,DRY NORTHEAST,D,D,May,train,0
72027338,Y,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-Y4 To SP-JL,US-OH-44830,US-MO-64804,DRY NORTHEAST,D,D,May,train,0
72027339,Y,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-Y4 To SP-S3,US-OH-44830,US-NY-14218,DRY NORTHEAST,D,D,May,train,0
72027340,Y,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-Y4 To SP-S3,US-OH-44830,US-NY-14218,DRY NORTHEAST,D,D,May,train,0
72027341,Y,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-Y4 To SP-S3,US-OH-44830,US-NY-14218,DRY NORTHEAST,D,D,May,train,0
72027342,Y,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-Y4 To SP-S3,US-OH-44830,US-NY-14218,DRY NORTHEAST,D,D,May,train,0
72027343,Y,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-Y4 To SP-S3,US-OH-44830,US-NY-14218,DRY NORTHEAST,D,D,May,train,0
72027344,Y,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-Y4 To SP-S3,US-OH-44830,US-NY-14218,DRY NORTHEAST,D,D,May,train,0
72027376,N,B,0,0,Retail,O,TC,BHHL,B,Broadcast,40,C,SP-JT To 0011356500,US-AR-72301,US-LA-70810,TEMP WEST,F,F,May,train,0
72027386,N,B,0,100,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-MY To SP-FE,US-IL-60538,US-IN-46809,DRY MIDWEST,D,D,May,train,0
72027399,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-V4 To SP-WW,US-TX-76010,US-IA-52404,DRY SOUTHEAST,D,D,May,train,0
72027400,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SW To 0012838422,US-NY-14043,US-MA-01843,DRY NORTHEAST,D,D,May,train,0
72027401,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SW To 0010378000,US-NY-14043,US-PA-19551,DRY NORTHEAST,D,D,May,train,0
72027402,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-V4 To SP-WW,US-TX-76010,US-IA-52404,DRY SOUTHEAST,D,D,May,train,0
72027403,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SW To 0012838422,US-NY-14043,US-MA-01843,DRY NORTHEAST,D,D,May,train,0
72027404,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SW To 0060045801,US-NY-14043,US-PA-17406,DRY NORTHEAST,D,D,May,train,0
72027405,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-V4 To SP-WW,US-TX-76010,US-IA-52404,DRY SOUTHEAST,D,D,May,train,0
72027407,Y,N,0,0,Intercomp/Interplnt,O,NTC,NEPH,N,Non-Primary,40,V,SP-CE To SP-DC,US-GA-30014,US-CA-92571,DRY SOUTHEAST,D,D,May,train,0
72027424,N,B,0,0,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,I,SP-SG To SP-UQ,US-GA-30025,US-CA-95215,DRY SOUTHEAST,D,D,May,train,0
72027461,N,B,0,0,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-MY To SP-FE,US-IL-60538,US-IN-46809,DRY MIDWEST,D,D,May,train,0
72027471,N,B,0,0,NULL,I,TC,BHHL,B,Broadcast,40,V,V-00267165 To SP-V9,US-GA-39824,US-NE-68502,TEMP WEST,F,F,May,train,0
72027516,Y,N,0,0,Retail,O,NTC,UVJX,N,Non-Primary,40,C,SP-P9 To 0010279223,US-PA-17078,US-NJ-08810,DRY NORTHEAST,D,D,May,train,0
72027546,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-MY To 0060063865,US-IL-60538,US-AZ-85043,DRY MIDWEST,D,D,May,train,0
72027547,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-MY To 0060037473,US-IL-60538,US-CA-95358,DRY MIDWEST,D,D,May,train,0
72027548,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-MY To 0060050498,US-IL-60538,US-ID-83716,DRY MIDWEST,D,D,May,train,0
72027555,N,B,0,0,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-WL To SP-FE,US-IL-60481,US-IN-46809,DRY MIDWEST,D,D,May,train,0
72027557,Y,N,0,0,Food Service,O,NTC,YFVO,N,Non-Primary,40,C,SP-DC To 0048002756,US-CA-92571,US-WA-98144,DRY WEST,D,D,May,train,0
72027569,Y,N,0,0,NULL,I,NTC,YFVO,N,Non-Primary,40,V,V-00514310 To SP-AL,US-IA-50208,US-NM-87113,DRY WEST,D,D,May,train,0
72027570,Y,N,0,0,NULL,I,NTC,YFVO,N,Non-Primary,40,V,V-00514310 To SP-AL,US-IA-50208,US-NM-87113,DRY WEST,D,D,May,train,0
72027571,N,B,0,100,Food Service,O,NTC,ROLF,B,Broadcast,40,C,SP-DC To 0011541100,US-CA-92571,US-ID-83642,DRY WEST,D,D,May,train,0
72027580,N,B,0,100,Retail,O,NTC,BUXU,B,Broadcast,40,C,SP-GB To 0012838400,US-IL-61401,US-MA-01876,DRY MIDWEST,D,D,May,train,0
72027581,Y,N,0,0,Intercomp/Interplnt,O,TC,TJIS,N,Non-Primary,40,I,SP-IU To SP-2O,US-TN-37127,US-TN-37033,TEMP EAST,F,F,May,train,0
